name,age,height,citizenship,position,foot,current club,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Lars Bender,31,185.0,Germany,Defender - Right-Back,right,Bayer 04 Leverkusen,27.0,1.0,1814.0,0.0,28.0,2.0,2043.0,0.0,13.0,1.0,927.0,0.0,Bundesliga
Julian Baumgartlinger,32,184.0,Austria,Midfielder - Defensive Midfield,right,Bayer 04 Leverkusen,27.0,0.0,1955.0,0.0,40.0,2.0,2404.0,0.0,14.0,3.0,862.0,0.0,Bundesliga
Adrian Stanilewicz,20,181.0,Poland  Germany,Midfielder - Defensive Midfield,left,SV Darmstadt 98,27.0,3.0,2342.0,0.0,7.0,0.0,543.0,0.0,4.0,0.0,181.0,0.0,Bundesliga
Ayman Azhil,19,170.0,Morocco  Germany,Midfielder - Defensive Midfield,,RKC Waalwijk,25.0,2.0,2124.0,0.0,27.0,5.0,2430.0,0.0,6.0,0.0,290.0,0.0,Bundesliga
Kerem Demirbay,27,183.0,Germany  Turkey,Midfielder - Central Midfield,left,Bayer 04 Leverkusen,32.0,4.0,2481.0,0.0,40.0,2.0,2725.0,0.0,12.0,2.0,859.0,0.0,Bundesliga
Exequiel Palacios,22,177.0,Argentina,Midfielder - Central Midfield,right,Bayer 04 Leverkusen,37.0,3.0,2520.0,0.0,22.0,1.0,1504.0,0.0,6.0,0.0,267.0,0.0,Bundesliga
Charles Aránguiz,31,171.0,Chile,Midfielder - Central Midfield,right,Bayer 04 Leverkusen,29.0,3.0,2289.0,0.0,39.0,3.0,3112.0,0.0,5.0,1.0,388.0,0.0,Bundesliga
Kai Havertz,21,189.0,Germany,Midfielder - Attacking Midfield,left,Chelsea FC,42.0,20.0,3505.0,0.0,45.0,18.0,3797.0,0.0,15.0,4.0,1027.0,0.0,Bundesliga
Nadiem Amiri,24,180.0,Germany  Afghanistan,Midfielder - Attacking Midfield,right,Bayer 04 Leverkusen,15.0,3.0,859.0,0.0,42.0,1.0,2561.0,0.0,15.0,4.0,986.0,0.0,Bundesliga
Florian Wirtz,17,175.0,Germany,Midfielder - Attacking Midfield,right,Bayer 04 Leverkusen,14.0,4.0,1034.0,0.0,23.0,11.0,1440.0,0.0,15.0,3.0,1062.0,0.0,Bundesliga
Moussa Diaby,21,170.0,France  Mali,Forward - Left Winger,left,Bayer 04 Leverkusen,34.0,4.0,1526.0,0.0,39.0,8.0,2551.0,0.0,16.0,3.0,1236.0,0.0,Bundesliga
Paulinho,20,177.0,Brazil,Forward - Left Winger,right,Bayer 04 Leverkusen,21.0,1.0,505.0,0.0,19.0,3.0,447.0,0.0,,,,,Bundesliga
Leon Bailey,23,178.0,Jamaica,Forward - Right Winger,left,Bayer 04 Leverkusen,39.0,5.0,2553.0,0.0,33.0,7.0,1465.0,0.0,14.0,5.0,968.0,0.0,Bundesliga
Karim Bellarabi,30,184.0,Germany  Morocco,Forward - Right Winger,right,Bayer 04 Leverkusen,24.0,9.0,1428.0,0.0,39.0,6.0,2233.0,0.0,14.0,2.0,597.0,0.0,Bundesliga
Kevin Volland,28,179.0,Germany,Forward - Centre-Forward,left,AS Monaco,42.0,15.0,3375.0,0.0,40.0,12.0,3017.0,0.0,11.0,5.0,778.0,0.0,Bundesliga
Lucas Alario,28,185.0,Argentina  Italy,Forward - Centre-Forward,right,Bayer 04 Leverkusen,36.0,14.0,1828.0,0.0,36.0,12.0,1911.0,0.0,12.0,10.0,773.0,0.0,Bundesliga
Joel Pohjanpalo,26,186.0,Finland,Forward - Centre-Forward,right,1.FC Union Berlin,,,,,15.0,9.0,909.0,0.0,6.0,2.0,255.0,0.0,Bundesliga
Oliver Baumann,30,187.0,Germany,Goalkeeper,right,TSG 1899 Hoffenheim,39.0,0.0,3510.0,0.0,31.0,0.0,2820.0,0.0,15.0,0.0,1380.0,0.0,Bundesliga
Michael Esser,33,198.0,Germany,Goalkeeper,right,Hannover 96,33.0,0.0,2970.0,0.0,1.0,0.0,90.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Philipp Pentke,35,191.0,Germany,Goalkeeper,right,TSG 1899 Hoffenheim,30.0,0.0,2700.0,0.0,7.0,0.0,660.0,0.0,2.0,0.0,180.0,0.0,Bundesliga
Alexander Stolz,37,189.0,Germany,Goalkeeper,right,Retired,4.0,0.0,360.0,0.0,1.0,0.0,90.0,0.0,,,,,Bundesliga
Stefan Posch,23,188.0,Austria,Defender - Centre-Back,right,TSG 1899 Hoffenheim,24.0,2.0,2034.0,0.0,30.0,0.0,2526.0,0.0,11.0,0.0,895.0,0.0,Bundesliga
Kevin Vogt,29,194.0,Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,34.0,0.0,2934.0,0.0,29.0,0.0,2453.0,0.0,13.0,0.0,1155.0,0.0,Bundesliga
Benjamin Hübner,31,193.0,Germany,Defender - Centre-Back,left,TSG 1899 Hoffenheim,11.0,0.0,903.0,0.0,27.0,1.0,2285.0,0.0,,,,,Bundesliga
Kevin Akpoguma,25,192.0,Nigeria  Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,14.0,0.0,992.0,0.0,20.0,0.0,1346.0,0.0,13.0,0.0,1171.0,0.0,Bundesliga
Ermin Bicakcic,30,185.0,Bosnia-Herzegovina  Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,30.0,1.0,2198.0,0.0,22.0,2.0,1289.0,0.0,3.0,1.0,249.0,0.0,Bundesliga
Lucas Ribeiro,21,190.0,Brazil,Defender - Centre-Back,right,Sport Club Internacional,,,,,5.0,1.0,172.0,0.0,,,,,Bundesliga
Havard Nordtveit,30,188.0,Norway,Defender - Centre-Back,right,TSG 1899 Hoffenheim,16.0,1.0,1011.0,0.0,12.0,0.0,818.0,0.0,5.0,0.0,389.0,0.0,Bundesliga
Melayro Bogarde,18,184.0,Netherlands  Suriname,Defender - Centre-Back,right,TSG 1899 Hoffenheim,25.0,1.0,1817.0,0.0,14.0,0.0,1142.0,0.0,7.0,0.0,627.0,0.0,Bundesliga
Konstantinos Stafylidis,27,178.0,Greece,Defender - Left-Back,left,TSG 1899 Hoffenheim,14.0,0.0,979.0,0.0,7.0,1.0,397.0,0.0,,,,,Bundesliga
Pavel Kaderabek,28,182.0,Czech Republic,Defender - Right-Back,right,TSG 1899 Hoffenheim,36.0,5.0,3140.0,0.0,33.0,3.0,2776.0,0.0,4.0,0.0,291.0,0.0,Bundesliga
Joshua Brenet,26,181.0,Netherlands  Curacao,Defender - Right-Back,right,TSG 1899 Hoffenheim,18.0,3.0,1158.0,0.0,8.0,0.0,576.0,0.0,2.0,0.0,99.0,0.0,Bundesliga
Diadié Samassékou,24,177.0,Mali,Midfielder - Defensive Midfield,right,TSG 1899 Hoffenheim,45.0,2.0,3934.0,0.0,22.0,0.0,1399.0,0.0,13.0,0.0,970.0,0.0,Bundesliga
Sebastian Rudy,30,180.0,Germany,Midfielder - Defensive Midfield,right,TSG 1899 Hoffenheim,28.0,0.0,1853.0,0.0,35.0,1.0,2993.0,0.0,13.0,0.0,957.0,0.0,Bundesliga
Florian Grillitsch,25,187.0,Austria,Midfielder - Central Midfield,right,TSG 1899 Hoffenheim,36.0,1.0,2810.0,0.0,34.0,1.0,2616.0,0.0,14.0,4.0,852.0,0.0,Bundesliga
Dennis Geiger,22,173.0,Germany,Midfielder - Central Midfield,right,TSG 1899 Hoffenheim,8.0,0.0,558.0,0.0,23.0,0.0,1301.0,0.0,12.0,1.0,815.0,0.0,Bundesliga
Lukas Rupp,29,178.0,Germany,Midfielder - Central Midfield,right,Norwich City,4.0,0.0,238.0,0.0,24.0,0.0,1319.0,0.0,11.0,0.0,854.0,0.0,Bundesliga
Ilay Elmkies,20,172.0,Israel,Midfielder - Central Midfield,,ADO Den Haag,30.0,3.0,2239.0,0.0,16.0,0.0,1169.0,0.0,10.0,0.0,489.0,0.0,Bundesliga
Steven Zuber,29,182.0,Switzerland,Midfielder - Left Midfield,right,Eintracht Frankfurt,28.0,6.0,1862.0,0.0,16.0,2.0,911.0,0.0,8.0,0.0,498.0,0.0,Bundesliga
Christoph Baumgartner,21,180.0,Austria,Midfielder - Attacking Midfield,right,TSG 1899 Hoffenheim,16.0,5.0,1013.0,0.0,32.0,8.0,1918.0,0.0,16.0,3.0,1082.0,0.0,Bundesliga
Leonardo Bittencourt,26,171.0,Germany  Brazil,Midfielder - Attacking Midfield,right,SV Werder Bremen,26.0,1.0,1324.0,0.0,33.0,6.0,2125.0,0.0,11.0,3.0,779.0,0.0,Bundesliga
Robert Zulj,28,189.0,Austria  Croatia,Midfielder - Attacking Midfield,right,VfL Bochum,32.0,4.0,1982.0,0.0,12.0,1.0,704.0,0.0,9.0,6.0,666.0,0.0,Bundesliga
Jacob Bruun Larsen,22,183.0,Denmark,Forward - Left Winger,right,TSG 1899 Hoffenheim,30.0,3.0,1476.0,0.0,21.0,0.0,619.0,0.0,3.0,0.0,101.0,0.0,Bundesliga
Vincenzo Grifo,27,180.0,Italy  Germany,Forward - Left Winger,right,SC Freiburg,26.0,7.0,1881.0,0.0,29.0,4.0,1769.0,0.0,11.0,4.0,804.0,0.0,Bundesliga
Sargis Adamyan,27,184.0,Armenia,Forward - Left Winger,right,TSG 1899 Hoffenheim,34.0,15.0,2879.0,0.0,17.0,7.0,923.0,0.0,9.0,3.0,417.0,0.0,Bundesliga
Robert Skov,24,185.0,Denmark,Forward - Right Winger,left,TSG 1899 Hoffenheim,48.0,32.0,3723.0,0.0,36.0,5.0,2907.0,0.0,12.0,0.0,682.0,0.0,Bundesliga
Ihlas Bebou,26,183.0,Togo  Germany,Forward - Right Winger,right,TSG 1899 Hoffenheim,14.0,5.0,1249.0,0.0,35.0,7.0,2365.0,0.0,13.0,2.0,698.0,0.0,Bundesliga
Chinedu Ekene,21,177.0,Germany  Nigeria,Forward - Right Winger,right,TSG 1899 Hoffenheim II,20.0,3.0,1067.0,0.0,21.0,1.0,1437.0,0.0,10.0,2.0,669.0,0.0,Bundesliga
Andrej Kramaric,29,177.0,Croatia,Forward - Centre-Forward,right,TSG 1899 Hoffenheim,37.0,22.0,2976.0,0.0,20.0,12.0,1509.0,0.0,9.0,10.0,733.0,0.0,Bundesliga
Ishak Belfodil,28,192.0,Algeria  France,Forward - Centre-Forward,right,TSG 1899 Hoffenheim,35.0,17.0,2322.0,0.0,5.0,0.0,269.0,0.0,9.0,1.0,430.0,0.0,Bundesliga
Jürgen Locadia,27,185.0,Netherlands  Curacao,Forward - Centre-Forward,right,FC Cincinnati,34.0,4.0,1730.0,0.0,32.0,6.0,2056.0,0.0,,,,,Bundesliga
Munas Dabbur,28,182.0,Israel,Forward - Centre-Forward,right,TSG 1899 Hoffenheim,48.0,37.0,3664.0,0.0,24.0,9.0,1244.0,0.0,12.0,6.0,708.0,0.0,Bundesliga
Ádám Szalai,33,193.0,Hungary,Forward - Centre-Forward,right,1.FSV Mainz 05,37.0,6.0,2016.0,0.0,28.0,2.0,1212.0,0.0,1.0,1.0,30.0,0.0,Bundesliga
Maximilian Beier,18,183.0,Germany,Forward - Centre-Forward,,TSG 1899 Hoffenheim,27.0,19.0,1423.0,0.0,22.0,11.0,1570.0,0.0,8.0,2.0,487.0,0.0,Bundesliga
Rune Jarstein,36,192.0,Norway,Goalkeeper,right,Hertha BSC,33.0,0.0,2955.0,0.0,31.0,0.0,2788.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Thomas Kraft,32,187.0,Germany,Goalkeeper,right,Retired,5.0,0.0,434.0,0.0,6.0,0.0,570.0,0.0,,,,,Bundesliga
Dennis Smarsch,21,195.0,Germany,Goalkeeper,both,FC St. Pauli,13.0,0.0,1170.0,0.0,14.0,0.0,1230.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Luis Klatte,20,188.0,Germany,Goalkeeper,right,FC Hansa Rostock,25.0,0.0,2250.0,0.0,7.0,0.0,630.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Niklas Stark,25,190.0,Germany,Defender - Centre-Back,right,Hertha BSC,25.0,1.0,2170.0,0.0,24.0,1.0,2065.0,0.0,11.0,0.0,981.0,0.0,Bundesliga
Karim Rekik,26,186.0,Netherlands  Tunisia,Defender - Centre-Back,left,Sevilla FC,27.0,0.0,2370.0,0.0,16.0,1.0,1470.0,0.0,6.0,0.0,370.0,0.0,Bundesliga
Dedryck Boyata,30,188.0,Belgium  DR Congo,Defender - Centre-Back,right,Hertha BSC,32.0,1.0,2794.0,0.0,29.0,4.0,2559.0,0.0,10.0,0.0,900.0,0.0,Bundesliga
Jordan Torunarigha,23,191.0,Germany  Nigeria,Defender - Centre-Back,left,Hertha BSC,17.0,2.0,1350.0,0.0,23.0,2.0,1817.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Márton Dárdai,18,188.0,Germany  Hungary,Defender - Centre-Back,left,Hertha BSC II,24.0,1.0,1818.0,0.0,12.0,0.0,937.0,0.0,5.0,0.0,285.0,0.0,Bundesliga
Florian Baak,21,191.0,Germany,Defender - Centre-Back,right,FC Winterthur,27.0,5.0,2325.0,0.0,18.0,0.0,1567.0,0.0,14.0,1.0,1260.0,0.0,Bundesliga
Omar Rekik,18,186.0,Tunisia  Netherlands,Defender - Centre-Back,right,Hertha BSC II,31.0,4.0,2686.0,0.0,18.0,1.0,1540.0,0.0,8.0,1.0,689.0,0.0,Bundesliga
Maximilian Mittelstädt,23,180.0,Germany,Defender - Left-Back,left,Hertha BSC,29.0,3.0,2111.0,0.0,28.0,1.0,2024.0,0.0,9.0,0.0,618.0,0.0,Bundesliga
Marvin Plattenhardt,28,181.0,Germany,Defender - Left-Back,left,Hertha BSC,25.0,2.0,2226.0,0.0,19.0,0.0,1587.0,0.0,8.0,0.0,539.0,0.0,Bundesliga
Luca Netz,17,180.0,Germany,Defender - Left-Back,left,Hertha BSC,27.0,5.0,2080.0,0.0,20.0,2.0,1791.0,0.0,4.0,0.0,360.0,0.0,Bundesliga
Lukas Klünter,24,184.0,Germany,Defender - Right-Back,right,Hertha BSC,12.0,0.0,720.0,0.0,24.0,0.0,1905.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Peter Pekarik,34,177.0,Slovakia,Defender - Right-Back,right,Hertha BSC,4.0,0.0,288.0,0.0,12.0,0.0,1040.0,0.0,11.0,3.0,816.0,0.0,Bundesliga
Arne Maier,21,186.0,Germany,Midfielder - Defensive Midfield,right,Arminia Bielefeld,26.0,0.0,2248.0,0.0,16.0,0.0,722.0,0.0,5.0,0.0,131.0,0.0,Bundesliga
Santiago Ascacíbar,23,168.0,Argentina,Midfielder - Defensive Midfield,right,Hertha BSC,28.0,0.0,2520.0,0.0,24.0,1.0,2099.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Marko Grujic,24,191.0,Serbia,Midfielder - Central Midfield,right,FC Porto,23.0,5.0,1900.0,0.0,31.0,4.0,2659.0,0.0,9.0,1.0,408.0,0.0,Bundesliga
Eduard Löwen,23,188.0,Germany  Russia,Midfielder - Central Midfield,right,Hertha BSC,23.0,3.0,1669.0,0.0,24.0,2.0,1065.0,0.0,4.0,0.0,29.0,0.0,Bundesliga
Vladimir Darida,30,172.0,Czech Republic,Midfielder - Central Midfield,right,Hertha BSC,13.0,0.0,585.0,0.0,30.0,4.0,2471.0,0.0,11.0,0.0,859.0,0.0,Bundesliga
Per Ciljan Skjelbred,33,175.0,Norway,Midfielder - Central Midfield,right,Rosenborg BK,17.0,0.0,1098.0,0.0,36.0,1.0,2584.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Sidney Friede,22,188.0,Germany,Midfielder - Central Midfield,right,DAC Dunajska Streda,17.0,3.0,1339.0,0.0,7.0,0.0,439.0,0.0,12.0,3.0,827.0,0.0,Bundesliga
Julian Albrecht,19,182.0,Germany,Midfielder - Central Midfield,right,Hertha BSC II,34.0,5.0,2854.0,0.0,20.0,2.0,1688.0,0.0,6.0,0.0,450.0,0.0,Bundesliga
Ondrej Duda,26,181.0,Slovakia,Midfielder - Attacking Midfield,right,1. FC Köln,35.0,11.0,2865.0,0.0,22.0,1.0,1516.0,0.0,11.0,2.0,831.0,0.0,Bundesliga
Lazar Samardzic,18,184.0,Germany  Serbia,Midfielder - Attacking Midfield,left,RB Leipzig,15.0,16.0,1049.0,0.0,25.0,16.0,1935.0,0.0,3.0,0.0,146.0,0.0,Bundesliga
Javairô Dilrosun,22,175.0,Netherlands  Suriname,Forward - Left Winger,left,Hertha BSC,22.0,2.0,1244.0,0.0,25.0,4.0,1445.0,0.0,5.0,0.0,106.0,0.0,Bundesliga
Salomon Kalou,35,184.0,Cote d'Ivoire,Forward - Left Winger,right,Botafogo de Futebol e Regatas,33.0,8.0,2573.0,0.0,25.0,3.0,1257.0,0.0,,,,,Bundesliga
Maurice Covic,22,175.0,Germany  Croatia,Forward - Left Winger,both,Hertha BSC II,21.0,4.0,1586.0,0.0,9.0,1.0,738.0,0.0,8.0,0.0,720.0,0.0,Bundesliga
Dodi Lukebakio,23,187.0,Belgium  DR Congo,Forward - Right Winger,left,Hertha BSC,34.0,14.0,2170.0,0.0,33.0,8.0,2197.0,0.0,11.0,4.0,861.0,0.0,Bundesliga
Marius Wolf,25,187.0,Germany,Forward - Right Winger,right,1. FC Köln,22.0,1.0,1258.0,0.0,24.0,1.0,1615.0,0.0,8.0,0.0,661.0,0.0,Bundesliga
Mathew Leckie,29,181.0,Australia,Forward - Right Winger,right,Hertha BSC,19.0,2.0,938.0,0.0,10.0,0.0,383.0,0.0,7.0,0.0,163.0,0.0,Bundesliga
Alexander Esswein,30,182.0,Germany,Forward - Right Winger,right,SV Sandhausen,24.0,2.0,1807.0,0.0,10.0,1.0,492.0,0.0,4.0,1.0,174.0,0.0,Bundesliga
Palko Dárdai,21,180.0,Germany  Hungary,Forward - Right Winger,left,Hertha BSC II,21.0,3.0,1212.0,0.0,21.0,7.0,1595.0,0.0,7.0,2.0,629.0,0.0,Bundesliga
Matheus Cunha,21,184.0,Brazil,Forward - Second Striker,right,Hertha BSC,39.0,9.0,1952.0,0.0,24.0,5.0,1103.0,0.0,11.0,7.0,990.0,0.0,Bundesliga
Krzysztof Piatek,25,183.0,Poland,Forward - Centre-Forward,right,Hertha BSC,42.0,30.0,3410.0,0.0,36.0,10.0,2371.0,0.0,10.0,3.0,388.0,0.0,Bundesliga
Davie Selke,25,194.0,Germany,Forward - Centre-Forward,right,SV Werder Bremen,32.0,4.0,1850.0,0.0,34.0,2.0,1615.0,0.0,7.0,2.0,244.0,0.0,Bundesliga
Daishawn Redan,19,176.0,Netherlands  Suriname,Forward - Centre-Forward,right,Hertha BSC,34.0,13.0,2193.0,0.0,16.0,4.0,1054.0,0.0,4.0,1.0,262.0,0.0,Bundesliga
Vedad Ibisevic,36,188.0,Bosnia-Herzegovina  United States,Forward - Centre-Forward,right,FC Schalke 04,31.0,12.0,2001.0,0.0,27.0,9.0,1397.0,0.0,5.0,1.0,217.0,0.0,Bundesliga
Pascal Köpke,25,178.0,Germany,Forward - Centre-Forward,right,1.FC Nuremberg,12.0,1.0,458.0,0.0,6.0,1.0,286.0,0.0,8.0,2.0,322.0,0.0,Bundesliga
Muhammed Kiprit,21,184.0,Turkey  Germany,Forward - Centre-Forward,both,KFC Uerdingen 05,23.0,8.0,1471.0,0.0,21.0,16.0,1532.0,0.0,19.0,7.0,1468.0,0.0,Bundesliga
Jessic Ngankam,20,184.0,Germany  Cameroon,Forward - Centre-Forward,right,Hertha BSC,28.0,29.0,2321.0,0.0,26.0,11.0,1555.0,0.0,8.0,2.0,302.0,0.0,Bundesliga
Yann Sommer,31,183.0,Switzerland,Goalkeeper,right,Borussia Mönchengladbach,35.0,0.0,3150.0,0.0,42.0,0.0,3780.0,0.0,15.0,0.0,1350.0,0.0,Bundesliga
Tobias Sippel,32,180.0,Germany,Goalkeeper,right,Borussia Mönchengladbach,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Max Grün,33,190.0,Germany,Goalkeeper,right,Borussia Mönchengladbach,0.0,0.0,0.0,0.0,3.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Matthias Ginter,26,191.0,Germany,Defender - Centre-Back,right,Borussia Mönchengladbach,29.0,2.0,2560.0,0.0,36.0,1.0,3231.0,0.0,16.0,1.0,1440.0,0.0,Bundesliga
Nico Elvedi,24,189.0,Switzerland,Defender - Centre-Back,right,Borussia Mönchengladbach,31.0,2.0,2715.0,0.0,39.0,1.0,3249.0,0.0,13.0,2.0,1072.0,0.0,Bundesliga
Tony Jantschke,30,177.0,Germany,Defender - Centre-Back,right,Borussia Mönchengladbach,15.0,0.0,1020.0,0.0,19.0,0.0,1128.0,0.0,6.0,0.0,255.0,0.0,Bundesliga
Mamadou Doucouré,22,183.0,France  Senegal,Defender - Centre-Back,left,Borussia Mönchengladbach,2.0,0.0,135.0,0.0,12.0,0.0,501.0,0.0,1.0,0.0,63.0,0.0,Bundesliga
Ramy Bensebaini,25,186.0,Algeria,Defender - Left-Back,left,Borussia Mönchengladbach,39.0,3.0,3292.0,0.0,26.0,5.0,1768.0,0.0,10.0,3.0,806.0,0.0,Bundesliga
Andreas Poulsen,21,188.0,Denmark,Defender - Left-Back,left,Borussia Mönchengladbach,15.0,0.0,1115.0,0.0,10.0,0.0,738.0,0.0,2.0,0.0,107.0,0.0,Bundesliga
Oscar Wendt,35,181.0,Sweden,Defender - Left-Back,left,Borussia Mönchengladbach,34.0,1.0,2878.0,0.0,31.0,2.0,2166.0,0.0,11.0,2.0,755.0,0.0,Bundesliga
Stefan Lainer,28,175.0,Austria,Defender - Right-Back,right,Borussia Mönchengladbach,43.0,1.0,3811.0,0.0,39.0,1.0,3433.0,0.0,16.0,1.0,1266.0,0.0,Bundesliga
Jordan Beyer,20,187.0,Germany,Defender - Right-Back,right,Borussia Mönchengladbach,15.0,0.0,1059.0,0.0,18.0,0.0,1279.0,0.0,2.0,0.0,90.0,0.0,Bundesliga
Michael Lang,29,185.0,Switzerland,Defender - Right-Back,right,Borussia Mönchengladbach,18.0,1.0,1349.0,0.0,10.0,0.0,632.0,0.0,2.0,0.0,52.0,0.0,Bundesliga
Kaan Kurt,18,174.0,Germany  Turkey,Defender - Right-Back,both,Borussia Mönchengladbach,24.0,0.0,2078.0,0.0,25.0,0.0,2028.0,0.0,15.0,0.0,1156.0,0.0,Bundesliga
Denis Zakaria,24,190.0,Switzerland  DR Congo,Midfielder - Defensive Midfield,right,Borussia Mönchengladbach,32.0,4.0,1970.0,0.0,31.0,2.0,2667.0,0.0,5.0,0.0,184.0,0.0,Bundesliga
Christoph Kramer,29,191.0,Germany,Midfielder - Defensive Midfield,right,Borussia Mönchengladbach,19.0,2.0,1227.0,0.0,26.0,0.0,1784.0,0.0,16.0,1.0,1256.0,0.0,Bundesliga
Tobias Strobl,30,188.0,Germany,Midfielder - Defensive Midfield,right,FC Augsburg,30.0,0.0,2385.0,0.0,12.0,0.0,793.0,0.0,11.0,0.0,558.0,0.0,Bundesliga
Florian Neuhaus,23,183.0,Germany,Midfielder - Central Midfield,right,Borussia Mönchengladbach,34.0,4.0,2207.0,0.0,37.0,4.0,2917.0,0.0,16.0,4.0,1282.0,0.0,Bundesliga
Lászlo Bénes,23,181.0,Slovakia,Midfielder - Central Midfield,left,Borussia Mönchengladbach,19.0,2.0,927.0,0.0,28.0,0.0,1256.0,0.0,4.0,0.0,71.0,0.0,Bundesliga
Torben Müsel,21,185.0,Germany,Midfielder - Attacking Midfield,right,Borussia Mönchengladbach,30.0,8.0,2491.0,0.0,2.0,0.0,25.0,0.0,1.0,0.0,85.0,0.0,Bundesliga
Famana Quizera,18,172.0,Portugal  Guinea-Bissau,Midfielder - Attacking Midfield,right,Borussia Mönchengladbach,16.0,11.0,1198.0,0.0,8.0,5.0,638.0,0.0,13.0,2.0,899.0,0.0,Bundesliga
Marcus Thuram,23,192.0,France  Guadeloupe,Forward - Left Winger,right,Borussia Mönchengladbach,38.0,13.0,3027.0,0.0,39.0,14.0,2901.0,0.0,16.0,4.0,951.0,0.0,Bundesliga
Fabian Johnson,32,183.0,United States  Germany,Forward - Left Winger,right,Without Club,18.0,1.0,1008.0,0.0,7.0,0.0,298.0,0.0,,,,,Bundesliga
Keanan Bennetts,21,183.0,England  Germany,Forward - Left Winger,left,Ipswich Town,22.0,1.0,1497.0,0.0,3.0,1.0,149.0,0.0,15.0,0.0,630.0,0.0,Bundesliga
Jonas Hofmann,28,176.0,Germany,Forward - Right Winger,right,Borussia Mönchengladbach,29.0,6.0,2079.0,0.0,29.0,5.0,1944.0,0.0,11.0,4.0,913.0,0.0,Bundesliga
Patrick Herrmann,29,179.0,Germany,Forward - Right Winger,right,Borussia Mönchengladbach,26.0,3.0,1137.0,0.0,33.0,7.0,1669.0,0.0,14.0,2.0,532.0,0.0,Bundesliga
Ibrahima Traoré,32,171.0,Guinea  France,Forward - Right Winger,left,Borussia Mönchengladbach,17.0,0.0,590.0,0.0,7.0,0.0,148.0,0.0,5.0,1.0,49.0,0.0,Bundesliga
Aaron Herzog,22,180.0,Germany,Forward - Right Winger,both,FC Hansa Rostock,25.0,3.0,1296.0,0.0,25.0,2.0,2024.0,0.0,5.0,0.0,369.0,0.0,Bundesliga
Lars Stindl,32,181.0,Germany,Forward - Second Striker,right,Borussia Mönchengladbach,22.0,3.0,1602.0,0.0,30.0,11.0,1712.0,0.0,16.0,6.0,1024.0,0.0,Bundesliga
