name,age,height,citizenship,position,foot,current club,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Raffael,35,174.0,Brazil  Germany,Forward - Second Striker,right,Without Club,14.0,5.0,602.0,0.0,11.0,0.0,122.0,0.0,,,,,Bundesliga
Conor Noss,19,181.0,Ireland  Germany,Forward - Second Striker,,Borussia Mönchengladbach II,22.0,1.0,1110.0,0.0,25.0,3.0,1605.0,0.0,1.0,0.0,18.0,0.0,Bundesliga
Alassane Plea,27,181.0,France  Mali,Forward - Centre-Forward,right,Borussia Mönchengladbach,35.0,15.0,2598.0,0.0,33.0,10.0,2452.0,0.0,13.0,7.0,859.0,0.0,Bundesliga
Breel Embolo,23,187.0,Switzerland  Cameroon,Forward - Centre-Forward,right,Borussia Mönchengladbach,28.0,6.0,1881.0,0.0,34.0,8.0,1901.0,0.0,12.0,2.0,706.0,0.0,Bundesliga
Charalampos Makridis,24,180.0,Germany  Greece,Forward - Centre-Forward,both,SSV Jahn Regensburg,30.0,5.0,2067.0,0.0,25.0,13.0,1830.0,0.0,5.0,0.0,256.0,0.0,Bundesliga
Kevin Trapp,30,189.0,Germany,Goalkeeper,right,Eintracht Frankfurt,45.0,0.0,4048.0,0.0,34.0,0.0,3060.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Frederik Rönnow,28,190.0,Denmark,Goalkeeper,right,FC Schalke 04,6.0,0.0,512.0,0.0,15.0,0.0,1350.0,0.0,7.0,0.0,584.0,0.0,Bundesliga
Felix Wiedwald,30,190.0,Germany,Goalkeeper,right,FC Emmen,16.0,0.0,1440.0,0.0,6.0,0.0,540.0,0.0,6.0,0.0,540.0,0.0,Bundesliga
Jan Zimmermann,35,190.0,Germany,Goalkeeper,left,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Bundesliga
Elias Bördner,18,186.0,Germany,Goalkeeper,right,Eintracht Frankfurt U19,17.0,0.0,1360.0,0.0,3.0,0.0,270.0,0.0,4.0,0.0,360.0,0.0,Bundesliga
Evan N'Dicka,21,192.0,France  Cameroon,Defender - Centre-Back,left,Eintracht Frankfurt,36.0,1.0,3041.0,0.0,34.0,2.0,2758.0,0.0,4.0,0.0,360.0,0.0,Bundesliga
Martin Hinteregger,28,184.0,Austria,Defender - Centre-Back,left,Eintracht Frankfurt,41.0,4.0,3588.0,0.0,49.0,9.0,4259.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Simon Falette,28,185.0,Guinea  France,Defender - Centre-Back,left,Hannover 96,14.0,0.0,1199.0,0.0,13.0,0.0,1022.0,0.0,6.0,0.0,523.0,0.0,Bundesliga
David Abraham,34,188.0,Argentina  Italy,Defender - Centre-Back,right,Eintracht Frankfurt,27.0,0.0,2330.0,0.0,37.0,3.0,3175.0,0.0,10.0,1.0,873.0,0.0,Bundesliga
Marco Russ,35,190.0,Germany,Defender - Centre-Back,right,Retired,9.0,0.0,670.0,0.0,1.0,0.0,37.0,0.0,,,,,Bundesliga
Erik Durm,28,183.0,Germany,Defender - Left-Back,right,Eintracht Frankfurt,30.0,0.0,2217.0,0.0,15.0,0.0,821.0,0.0,3.0,0.0,258.0,0.0,Bundesliga
Danny da Costa,27,187.0,Germany  Angola,Defender - Right-Back,right,Eintracht Frankfurt,50.0,4.0,4472.0,0.0,37.0,4.0,2496.0,0.0,5.0,0.0,190.0,0.0,Bundesliga
Almamy Touré,24,183.0,France  Mali,Defender - Right-Back,right,Eintracht Frankfurt,12.0,0.0,880.0,0.0,29.0,1.0,2370.0,0.0,6.0,0.0,422.0,0.0,Bundesliga
Timothy Chandler,30,186.0,United States  Germany,Defender - Right-Back,right,Eintracht Frankfurt,1.0,0.0,16.0,0.0,33.0,5.0,1575.0,0.0,4.0,0.0,66.0,0.0,Bundesliga
Stefan Ilsanker,31,189.0,Austria,Midfielder - Defensive Midfield,right,Eintracht Frankfurt,34.0,0.0,1900.0,0.0,25.0,2.0,1702.0,0.0,11.0,0.0,695.0,0.0,Bundesliga
Lucas Torró,26,190.0,Spain,Midfielder - Defensive Midfield,right,CA Osasuna,13.0,1.0,916.0,0.0,12.0,1.0,702.0,0.0,6.0,0.0,192.0,0.0,Bundesliga
Gelson Fernandes,34,180.0,Switzerland  Cape Verde,Midfielder - Defensive Midfield,right,Retired,37.0,1.0,3056.0,0.0,22.0,0.0,1356.0,0.0,,,,,Bundesliga
Makoto Hasebe,36,180.0,Japan,Midfielder - Defensive Midfield,right,Eintracht Frankfurt,44.0,0.0,3932.0,0.0,39.0,0.0,3344.0,0.0,7.0,0.0,630.0,0.0,Bundesliga
Djibril Sow,23,184.0,Switzerland  Senegal,Midfielder - Central Midfield,right,Eintracht Frankfurt,39.0,3.0,3209.0,0.0,40.0,1.0,2683.0,0.0,7.0,0.0,314.0,0.0,Bundesliga
Dominik Kohr,26,183.0,Germany,Midfielder - Central Midfield,right,Eintracht Frankfurt,25.0,2.0,1450.0,0.0,40.0,1.0,2294.0,0.0,6.0,0.0,304.0,0.0,Bundesliga
Sebastian Rode,30,179.0,Germany,Midfielder - Central Midfield,right,Eintracht Frankfurt,22.0,1.0,1690.0,0.0,43.0,3.0,3065.0,0.0,9.0,1.0,664.0,0.0,Bundesliga
Jonathan de Guzmán,33,173.0,Netherlands  Canada,Midfielder - Central Midfield,right,OFI Crete,39.0,3.0,2083.0,0.0,10.0,1.0,193.0,0.0,4.0,1.0,183.0,0.0,Bundesliga
Marijan Cavar,22,184.0,Bosnia-Herzegovina  Croatia,Midfielder - Central Midfield,right,Eintracht Frankfurt,16.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,,,,,Bundesliga
Nils Stendera,20,177.0,Germany,Midfielder - Central Midfield,,1.FC Lokomotive Leipzig,20.0,3.0,1719.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,340.0,0.0,Bundesliga
Sahverdi Cetin,20,174.0,Germany  Turkey,Midfielder - Central Midfield,right,MKE Ankaragücü,18.0,7.0,1373.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,171.0,0.0,Bundesliga
Rodrigo Zalazar,21,178.0,Uruguay  Spain,Midfielder - Central Midfield,right,FC St. Pauli,,,,,19.0,3.0,1239.0,0.0,11.0,3.0,774.0,0.0,Bundesliga
Filip Kostic,28,184.0,Serbia,Midfielder - Left Midfield,left,Eintracht Frankfurt,46.0,10.0,3994.0,0.0,51.0,12.0,4570.0,0.0,6.0,0.0,378.0,0.0,Bundesliga
Daichi Kamada,24,180.0,Japan,Midfielder - Attacking Midfield,right,Eintracht Frankfurt,36.0,16.0,2977.0,0.0,48.0,10.0,3381.0,0.0,11.0,2.0,900.0,0.0,Bundesliga
Mijat Gacinovic,25,175.0,Serbia  Bosnia-Herzegovina,Midfielder - Attacking Midfield,right,TSG 1899 Hoffenheim,45.0,2.0,2913.0,0.0,36.0,1.0,1651.0,0.0,16.0,1.0,550.0,0.0,Bundesliga
Patrick Finger,19,166.0,Germany,Midfielder - Attacking Midfield,left,Olympia Biebesheim,24.0,2.0,2086.0,0.0,12.0,1.0,759.0,0.0,,,,,Bundesliga
Ante Rebic,27,185.0,Croatia,Forward - Left Winger,right,AC Milan,38.0,10.0,2514.0,0.0,36.0,15.0,2056.0,0.0,10.0,0.0,636.0,0.0,Bundesliga
André Silva,25,184.0,Portugal,Forward - Centre-Forward,right,Eintracht Frankfurt,40.0,11.0,2839.0,0.0,38.0,16.0,2563.0,0.0,11.0,8.0,935.0,0.0,Bundesliga
Gonçalo Paciência,26,184.0,Portugal,Forward - Centre-Forward,right,FC Schalke 04,18.0,5.0,461.0,0.0,43.0,10.0,2231.0,0.0,9.0,1.0,587.0,0.0,Bundesliga
Bas Dost,31,196.0,Netherlands,Forward - Centre-Forward,right,Eintracht Frankfurt,35.0,23.0,2420.0,0.0,32.0,10.0,1853.0,0.0,11.0,4.0,803.0,0.0,Bundesliga
Dejan Joveljic,21,182.0,Serbia  Bosnia-Herzegovina,Forward - Centre-Forward,right,Wolfsberger AC,28.0,14.0,1381.0,0.0,15.0,2.0,752.0,0.0,15.0,5.0,815.0,0.0,Bundesliga
Koen Casteels,28,197.0,Belgium,Goalkeeper,left,VfL Wolfsburg,29.0,0.0,2565.0,0.0,32.0,0.0,2910.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Pavao Pervan,33,194.0,Austria,Goalkeeper,both,VfL Wolfsburg,9.0,0.0,764.0,0.0,14.0,0.0,1290.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Phillip Menzel,22,192.0,Germany,Goalkeeper,right,SK Austria Klagenfurt,23.0,0.0,2070.0,0.0,8.0,0.0,720.0,0.0,10.0,0.0,930.0,0.0,Bundesliga
Niklas Klinger,25,187.0,Germany,Goalkeeper,right,VfL Wolfsburg,9.0,0.0,810.0,0.0,2.0,0.0,180.0,0.0,,,,,Bundesliga
Lino Kasten,19,188.0,Germany,Goalkeeper,right,VfL Wolfsburg,24.0,0.0,2190.0,0.0,13.0,0.0,1115.0,0.0,2.0,0.0,180.0,0.0,Bundesliga
John Anthony Brooks,27,193.0,United States  Germany,Defender - Centre-Back,left,VfL Wolfsburg,32.0,3.0,2880.0,0.0,31.0,1.0,2776.0,0.0,11.0,1.0,928.0,0.0,Bundesliga
Marin Pongracic,23,190.0,Croatia  Germany,Defender - Centre-Back,right,VfL Wolfsburg,26.0,0.0,2226.0,0.0,19.0,2.0,1543.0,0.0,1.0,0.0,0.0,0.0,Bundesliga
Felix Uduokhai,23,192.0,Germany  Nigeria,Defender - Centre-Back,left,FC Augsburg,12.0,0.0,235.0,0.0,27.0,0.0,1991.0,0.0,11.0,1.0,990.0,0.0,Bundesliga
Robin Knoche,28,190.0,Germany,Defender - Centre-Back,right,1.FC Union Berlin,34.0,3.0,2974.0,0.0,31.0,2.0,2438.0,0.0,11.0,0.0,1020.0,0.0,Bundesliga
Marcel Tisserand,27,190.0,DR Congo  France,Defender - Centre-Back,right,Fenerbahce SK,12.0,1.0,1068.0,0.0,23.0,1.0,1905.0,0.0,9.0,0.0,810.0,0.0,Bundesliga
Jeffrey Bruma,29,189.0,Netherlands  Suriname,Defender - Centre-Back,right,VfL Wolfsburg,12.0,0.0,893.0,0.0,23.0,0.0,1955.0,0.0,,,,,Bundesliga
Tim Siersleben,20,187.0,Germany,Defender - Centre-Back,left,VfL Wolfsburg II,30.0,4.0,2718.0,0.0,22.0,0.0,1980.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Jérôme Roussillon,27,175.0,France  Guadeloupe,Defender - Left-Back,left,VfL Wolfsburg,31.0,3.0,2736.0,0.0,37.0,1.0,2866.0,0.0,13.0,0.0,958.0,0.0,Bundesliga
Paulo Otávio,26,173.0,Brazil,Defender - Left-Back,left,VfL Wolfsburg,29.0,0.0,2402.0,0.0,9.0,1.0,683.0,0.0,9.0,0.0,500.0,0.0,Bundesliga
William,25,176.0,Brazil,Defender - Right-Back,right,VfL Wolfsburg,33.0,2.0,2857.0,0.0,22.0,3.0,1862.0,0.0,,,,,Bundesliga
Kevin Mbabu,25,184.0,Switzerland  DR Congo,Defender - Right-Back,right,VfL Wolfsburg,33.0,1.0,2853.0,0.0,27.0,3.0,2113.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Josuha Guilavogui,30,188.0,France  Guinea,Midfielder - Defensive Midfield,right,VfL Wolfsburg,20.0,2.0,1659.0,0.0,32.0,0.0,2618.0,0.0,8.0,2.0,661.0,0.0,Bundesliga
Ignacio Camacho,30,182.0,Spain,Midfielder - Defensive Midfield,right,Retired,6.0,0.0,540.0,0.0,,,,,,,,,Bundesliga
Iba May,22,183.0,Germany,Midfielder - Defensive Midfield,right,Eintracht Braunschweig,33.0,5.0,2674.0,0.0,8.0,0.0,209.0,0.0,3.0,0.0,21.0,0.0,Bundesliga
Maximilian Arnold,26,184.0,Germany,Midfielder - Central Midfield,left,VfL Wolfsburg,36.0,2.0,3149.0,0.0,44.0,5.0,3826.0,0.0,13.0,2.0,1056.0,0.0,Bundesliga
Xaver Schlager,23,174.0,Austria,Midfielder - Central Midfield,left,VfL Wolfsburg,44.0,8.0,3501.0,0.0,29.0,1.0,2178.0,0.0,14.0,1.0,1008.0,0.0,Bundesliga
Yannick Gerhardt,26,184.0,Germany,Midfielder - Central Midfield,left,VfL Wolfsburg,33.0,2.0,2705.0,0.0,25.0,4.0,1451.0,0.0,10.0,1.0,461.0,0.0,Bundesliga
Elvis Rexhbecaj,23,182.0,Germany  Kosovo,Midfielder - Central Midfield,left,1. FC Köln,29.0,3.0,1564.0,0.0,18.0,1.0,1002.0,0.0,10.0,3.0,732.0,0.0,Bundesliga
Luca Horn,21,177.0,Germany,Midfielder - Left Midfield,left,FC Hansa Rostock,6.0,0.0,540.0,0.0,24.0,2.0,1876.0,0.0,8.0,0.0,315.0,0.0,Bundesliga
Yunus Malli,28,179.0,Turkey  Germany,Midfielder - Attacking Midfield,right,VfL Wolfsburg,23.0,1.0,773.0,0.0,15.0,0.0,726.0,0.0,1.0,0.0,58.0,0.0,Bundesliga
Julian Justvan,22,177.0,Germany,Midfielder - Attacking Midfield,left,SC Paderborn 07,32.0,7.0,1945.0,0.0,21.0,7.0,1668.0,0.0,9.0,0.0,498.0,0.0,Bundesliga
Josip Brekalo,22,175.0,Croatia,Forward - Left Winger,right,VfL Wolfsburg,27.0,3.0,1527.0,0.0,41.0,7.0,2499.0,0.0,11.0,1.0,909.0,0.0,Bundesliga
João Victor,26,178.0,Brazil,Forward - Left Winger,both,VfL Wolfsburg,34.0,20.0,2821.0,0.0,41.0,5.0,2206.0,0.0,10.0,2.0,405.0,0.0,Bundesliga
Renato Steffen,29,170.0,Switzerland,Forward - Right Winger,left,VfL Wolfsburg,34.0,5.0,1663.0,0.0,38.0,6.0,2213.0,0.0,13.0,1.0,949.0,0.0,Bundesliga
Felix Klaus,28,179.0,Germany,Forward - Right Winger,right,VfL Wolfsburg,15.0,1.0,435.0,0.0,29.0,0.0,850.0,0.0,7.0,0.0,290.0,0.0,Bundesliga
Ismail Azzaoui,22,177.0,Belgium  Morocco,Forward - Right Winger,right,Heracles Almelo,,,,,7.0,2.0,501.0,0.0,1.0,0.0,34.0,0.0,Bundesliga
Ulysses Llanez,19,170.0,United States  Mexico,Forward - Right Winger,,SC Heerenveen,,,,,16.0,11.0,1228.0,0.0,5.0,0.0,147.0,0.0,Bundesliga
Admir Mehmedi,29,183.0,Switzerland  North Macedonia,Forward - Second Striker,right,VfL Wolfsburg,28.0,7.0,1799.0,0.0,26.0,3.0,1631.0,0.0,13.0,2.0,886.0,0.0,Bundesliga
Wout Weghorst,28,197.0,Netherlands,Forward - Centre-Forward,right,VfL Wolfsburg,36.0,18.0,3118.0,0.0,43.0,20.0,3710.0,0.0,14.0,9.0,1143.0,0.0,Bundesliga
Daniel Ginczek,29,191.0,Germany,Forward - Centre-Forward,right,VfL Wolfsburg,26.0,7.0,1449.0,0.0,24.0,5.0,992.0,0.0,5.0,1.0,156.0,0.0,Bundesliga
Lukas Nmecha,21,185.0,Germany  England,Forward - Centre-Forward,right,RSC Anderlecht,44.0,3.0,2413.0,0.0,25.0,0.0,827.0,0.0,12.0,6.0,1010.0,0.0,Bundesliga
Mamoudou Karamoko,21,188.0,France  Cote d'Ivoire,Forward - Centre-Forward,,LASK,2.0,0.0,39.0,0.0,21.0,12.0,1469.0,0.0,9.0,5.0,380.0,0.0,Bundesliga
Omar Marmoush,21,177.0,Egypt  Canada,Forward - Centre-Forward,right,VfL Wolfsburg,5.0,0.0,49.0,0.0,21.0,9.0,897.0,0.0,5.0,1.0,267.0,0.0,Bundesliga
Alexander Nübel,24,193.0,Germany,Goalkeeper,right,Bayern Munich,22.0,0.0,1979.0,0.0,29.0,0.0,2616.0,0.0,2.0,0.0,180.0,0.0,Bundesliga
Markus Schubert,22,187.0,Germany,Goalkeeper,right,Eintracht Frankfurt,32.0,0.0,2910.0,0.0,10.0,0.0,831.0,0.0,2.0,0.0,180.0,0.0,Bundesliga
Michael Langer,35,195.0,Austria,Goalkeeper,right,FC Schalke 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Ozan Kabak,20,186.0,Turkey,Defender - Centre-Back,right,FC Schalke 04,34.0,3.0,2974.0,0.0,28.0,3.0,1938.0,0.0,5.0,0.0,435.0,0.0,Bundesliga
Matija Nastasic,27,188.0,Serbia,Defender - Centre-Back,left,FC Schalke 04,37.0,1.0,3290.0,0.0,20.0,0.0,1664.0,0.0,8.0,0.0,700.0,0.0,Bundesliga
Benjamin Stambouli,30,180.0,France  Algeria,Defender - Centre-Back,right,FC Schalke 04,27.0,0.0,2314.0,0.0,10.0,0.0,900.0,0.0,6.0,0.0,435.0,0.0,Bundesliga
Salif Sané,30,196.0,Senegal  France,Defender - Centre-Back,right,FC Schalke 04,40.0,4.0,3543.0,0.0,16.0,2.0,1215.0,0.0,7.0,0.0,538.0,0.0,Bundesliga
Jean-Clair Todibo,20,190.0,France  French Guiana,Defender - Centre-Back,right,SL Benfica,12.0,1.0,994.0,0.0,13.0,0.0,664.0,0.0,,,,,Bundesliga
Timo Becker,23,186.0,Germany,Defender - Centre-Back,right,FC Schalke 04,33.0,2.0,2577.0,0.0,27.0,3.0,1888.0,0.0,6.0,0.0,460.0,0.0,Bundesliga
Malick Thiaw,19,191.0,Finland  Germany,Defender - Centre-Back,both,FC Schalke 04,35.0,0.0,2997.0,0.0,27.0,9.0,2126.0,0.0,9.0,1.0,758.0,0.0,Bundesliga
Juan Miranda,20,185.0,Spain,Defender - Left-Back,left,Real Betis Balompié,29.0,1.0,2506.0,0.0,12.0,0.0,811.0,0.0,2.0,1.0,23.0,0.0,Bundesliga
Bastian Oczipka,31,185.0,Germany,Defender - Left-Back,left,FC Schalke 04,25.0,1.0,2236.0,0.0,38.0,0.0,3404.0,0.0,10.0,0.0,830.0,0.0,Bundesliga
Jonas Carls,23,179.0,Germany,Defender - Left-Back,left,Vitória Guimarães SC,23.0,0.0,1978.0,0.0,29.0,2.0,2375.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Jonjoe Kenny,23,176.0,England,Defender - Right-Back,right,Everton FC,15.0,0.0,1240.0,0.0,34.0,2.0,2994.0,0.0,4.0,0.0,299.0,0.0,Bundesliga
Omar Mascarell,27,181.0,Spain,Midfielder - Defensive Midfield,right,FC Schalke 04,19.0,0.0,1329.0,0.0,26.0,0.0,2329.0,0.0,11.0,0.0,887.0,0.0,Bundesliga
Marcel Langer,23,182.0,Germany,Midfielder - Defensive Midfield,right,Without Club,18.0,1.0,1241.0,0.0,12.0,0.0,559.0,0.0,,,,,Bundesliga
Weston McKennie,22,185.0,United States,Midfielder - Central Midfield,right,Juventus FC,33.0,2.0,2329.0,0.0,32.0,3.0,2330.0,0.0,11.0,2.0,557.0,0.0,Bundesliga
Suat Serdar,23,184.0,Germany  Turkey,Midfielder - Central Midfield,right,FC Schalke 04,35.0,2.0,2418.0,0.0,22.0,7.0,1684.0,0.0,5.0,0.0,309.0,0.0,Bundesliga
Nassim Boujellab,21,182.0,Morocco  Germany,Midfielder - Central Midfield,both,FC Schalke 04,30.0,14.0,2354.0,0.0,21.0,3.0,1241.0,0.0,6.0,2.0,406.0,0.0,Bundesliga
Jonas Hofmann,23,174.0,Germany,Midfielder - Central Midfield,right,FC Energie Cottbus,31.0,2.0,2431.0,0.0,23.0,1.0,1857.0,0.0,9.0,1.0,706.0,0.0,Bundesliga
Daniel Caligiuri,32,182.0,Italy  Germany,Midfielder - Right Midfield,right,FC Augsburg,40.0,7.0,3516.0,0.0,30.0,4.0,2466.0,0.0,11.0,5.0,961.0,0.0,Bundesliga
Alessandro Schöpf,26,178.0,Austria,Midfielder - Right Midfield,right,FC Schalke 04,21.0,2.0,1399.0,0.0,27.0,1.0,1843.0,0.0,7.0,2.0,344.0,0.0,Bundesliga
Amine Harit,23,180.0,Morocco  France,Midfielder - Attacking Midfield,right,FC Schalke 04,25.0,1.0,1431.0,0.0,28.0,7.0,2408.0,0.0,7.0,0.0,401.0,0.0,Bundesliga
Levent Mercan,19,176.0,Germany,Midfielder - Attacking Midfield,both,FC Schalke 04,35.0,7.0,3113.0,0.0,11.0,1.0,575.0,0.0,9.0,1.0,751.0,0.0,Bundesliga
Can Bozdogan,19,175.0,Germany  Turkey,Midfielder - Attacking Midfield,left,FC Schalke 04,24.0,1.0,1747.0,0.0,19.0,4.0,1594.0,0.0,7.0,0.0,371.0,0.0,Bundesliga
Benito Raman,26,172.0,Belgium,Forward - Left Winger,right,FC Schalke 04,32.0,11.0,1769.0,0.0,28.0,7.0,1778.0,0.0,10.0,2.0,486.0,0.0,Bundesliga
Rabbi Matondo,20,175.0,Wales  England,Forward - Right Winger,right,FC Schalke 04,30.0,9.0,2073.0,0.0,22.0,2.0,1355.0,0.0,2.0,0.0,137.0,0.0,Bundesliga
Steven Skrzybski,28,174.0,Germany,Forward - Right Winger,right,FC Schalke 04,16.0,3.0,756.0,0.0,17.0,4.0,936.0,0.0,7.0,0.0,418.0,0.0,Bundesliga
Mark Uth,29,185.0,Germany,Forward - Second Striker,left,FC Schalke 04,29.0,4.0,2113.0,0.0,25.0,5.0,1666.0,0.0,8.0,2.0,714.0,0.0,Bundesliga
Michael Gregoritsch,26,193.0,Austria,Forward - Second Striker,left,FC Augsburg,36.0,8.0,2912.0,0.0,23.0,1.0,1324.0,0.0,11.0,1.0,621.0,0.0,Bundesliga
Ahmed Kutucu,20,181.0,Turkey  Germany,Forward - Centre-Forward,right,FC Schalke 04,40.0,20.0,2546.0,0.0,28.0,3.0,742.0,0.0,4.0,1.0,184.0,0.0,Bundesliga
Guido Burgstaller,31,187.0,Austria,Forward - Centre-Forward,right,FC St. Pauli,33.0,5.0,2010.0,0.0,24.0,2.0,1446.0,0.0,2.0,0.0,105.0,0.0,Bundesliga
Fabian Reese,23,187.0,Germany,Forward - Centre-Forward,right,Holstein Kiel,30.0,3.0,1792.0,0.0,22.0,5.0,1630.0,0.0,10.0,1.0,707.0,0.0,Bundesliga
Jiri Pavlenka,28,196.0,Czech Republic,Goalkeeper,right,SV Werder Bremen,39.0,0.0,3458.0,0.0,39.0,0.0,3510.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Stefanos Kapino,26,196.0,Greece,Goalkeeper,right,SV Werder Bremen,1.0,0.0,44.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Luca Plogmann,20,189.0,Germany,Goalkeeper,both,SV Meppen,14.0,0.0,1207.0,0.0,24.0,0.0,2160.0,0.0,8.0,0.0,651.0,0.0,Bundesliga
Kevin Vogt,29,194.0,Germany,Defender - Centre-Back,right,TSG 1899 Hoffenheim,34.0,0.0,2934.0,0.0,29.0,0.0,2453.0,0.0,13.0,0.0,1155.0,0.0,Bundesliga
Milos Veljkovic,25,188.0,Serbia  Switzerland,Defender - Centre-Back,both,SV Werder Bremen,27.0,1.0,2264.0,0.0,28.0,0.0,2393.0,0.0,5.0,0.0,450.0,0.0,Bundesliga
Ömer Toprak,31,187.0,Turkey  Germany,Defender - Centre-Back,right,SV Werder Bremen,14.0,0.0,770.0,0.0,13.0,0.0,898.0,0.0,7.0,0.0,467.0,0.0,Bundesliga
Marco Friedl,22,187.0,Austria,Defender - Centre-Back,left,SV Werder Bremen,9.0,0.0,682.0,0.0,32.0,2.0,2577.0,0.0,10.0,0.0,900.0,0.0,Bundesliga
Niklas Moisander,35,183.0,Finland,Defender - Centre-Back,left,SV Werder Bremen,34.0,0.0,3029.0,0.0,26.0,1.0,2337.0,0.0,6.0,0.0,451.0,0.0,Bundesliga
Sebastian Langkamp,32,191.0,Germany,Defender - Centre-Back,right,Without Club,23.0,0.0,1533.0,0.0,7.0,0.0,425.0,0.0,,,,,Bundesliga
Christian Groß,31,182.0,Germany,Defender - Centre-Back,both,SV Werder Bremen,30.0,9.0,2700.0,0.0,18.0,0.0,1075.0,0.0,9.0,0.0,526.0,0.0,Bundesliga
Niklas Wiemann,21,190.0,Germany,Defender - Centre-Back,left,Hamburger SV II,28.0,1.0,1406.0,0.0,4.0,0.0,333.0,0.0,2.0,0.0,180.0,0.0,Bundesliga
Ludwig Augustinsson,26,181.0,Sweden,Defender - Left-Back,left,SV Werder Bremen,39.0,1.0,3499.0,0.0,15.0,1.0,1117.0,0.0,8.0,0.0,720.0,0.0,Bundesliga
Theodor Gebre Selassie,33,181.0,Czech Republic  Ethiopia,Defender - Right-Back,right,SV Werder Bremen,36.0,3.0,3199.0,0.0,32.0,2.0,2789.0,0.0,11.0,0.0,990.0,0.0,Bundesliga
Michael Lang,29,185.0,Switzerland,Defender - Right-Back,right,Borussia Mönchengladbach,18.0,1.0,1349.0,0.0,10.0,0.0,632.0,0.0,2.0,0.0,52.0,0.0,Bundesliga
Nuri Sahin,32,180.0,Turkey  Germany,Midfielder - Defensive Midfield,left,Antalyaspor,23.0,1.0,1742.0,0.0,17.0,0.0,1351.0,0.0,12.0,0.0,883.0,0.0,Bundesliga
Philipp Bargfrede,31,174.0,Germany,Midfielder - Defensive Midfield,right,SV Werder Bremen II,17.0,1.0,1238.0,0.0,17.0,0.0,716.0,0.0,,,,,Bundesliga
Ilia Gruev,20,185.0,Bulgaria  Germany,Midfielder - Defensive Midfield,left,SV Werder Bremen,26.0,4.0,2330.0,0.0,15.0,2.0,1205.0,0.0,4.0,0.0,335.0,0.0,Bundesliga
